Country ;Announced Prefix;Description ;Valid ROA ;Parent Prefix ;RIR
United States (US) Flag ;178.128.0.0/20 ;DIGITALOCEAN ;;178.128.0.0/17 ;RIPE
United States (US) Flag ;178.128.64.0/20 ;DIGITALOCEAN ;;178.128.0.0/17 ;RIPE
United States (US) Flag ;178.128.128.0/22 ;DIGITALOCEAN ;;178.128.128.0/17 ;RIPE
United States (US) Flag ;178.128.132.0/22 ;DIGITALOCEAN ;;178.128.128.0/17 ;RIPE
United States (US) Flag ;178.128.144.0/20 ;DIGITALOCEAN ;;178.128.128.0/17 ;RIPE
United States (US) Flag ;178.128.176.0/20 ;DIGITALOCEAN ;;178.128.128.0/17 ;RIPE
Canada (CA) Flag ;178.128.224.0/20 ;DIGITALOCEAN ;;178.128.128.0/17 ;RIPE
Austria (AT) Flag ;178.255.154.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;178.255.152.0/21 ;RIPE
United States (US) Flag ;184.28.196.0/23 ;Akamai Technologies, Inc. ;;184.24.0.0/13 ;ARIN
United States (US) Flag ;184.31.224.0/20 ;Akamai Technologies, Inc. ;;184.24.0.0/13 ;ARIN
United States (US) Flag ;184.51.132.0/23 ;Akamai Technologies, Inc. ;;184.50.0.0/15 ;ARIN
United States (US) Flag ;184.51.224.0/20 ;Akamai Technologies, Inc. ;;184.50.0.0/15 ;ARIN
United States (US) Flag ;184.85.144.0/20 ;Akamai Technologies, Inc. ;;184.84.0.0/14 ;ARIN
United States (US) Flag ;185.12.213.0/24 ;Wargaming IT SJ Datacenter ;;185.12.212.0/22 ;RIPE
Luxembourg (LU) Flag ;185.12.214.0/24 ;G-Core Labs S.A. ;;185.12.212.0/22 ;RIPE
Luxembourg (LU) Flag ;185.12.240.0/22 ;G-Core Labs S.A. ;;185.12.240.0/22 ;RIPE
Luxembourg (LU) Flag ;185.12.240.0/24 ;G-Core Labs S.A. ;;185.12.240.0/22 ;RIPE
Luxembourg (LU) Flag ;185.12.241.0/24 ;G-Core Labs S.A. ;;185.12.240.0/22 ;RIPE
Netherlands (NL) Flag ;185.12.242.0/24 ;G-Core Labs Customer assignment ;;185.12.240.0/22 ;RIPE
Netherlands (NL) Flag ;185.12.243.0/24 ;G-Core Labs Customer assignment ;;185.12.240.0/22 ;RIPE
Germany (DE) Flag ;185.26.158.0/24 ;uvensys GmbH ;;185.26.156.0/22 ;RIPE
Germany (DE) Flag ;185.74.216.0/22 ;Amisol GmbH ;;185.74.216.0/22 ;RIPE
Austria (AT) Flag ;185.81.209.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;185.81.208.0/22 ;RIPE
Netherlands (NL) Flag ;185.101.139.0/24 ;G-Core Labs Customer assignment ;;185.101.136.0/22 ;RIPE
Luxembourg (LU) Flag ;185.105.3.0/24 ;G-Core Innovations S.a r.l. ;;185.105.0.0/22 ;RIPE
Germany (DE) Flag ;185.146.204.0/22 ;Amisol GmbH ;;185.146.204.0/22 ;RIPE
Germany (DE) Flag ;185.192.28.0/22 ;Amisol GmbH ;;185.192.28.0/22 ;RIPE
Saudi Arabia (SA) Flag ;185.231.40.0/24 ;Arab Satellite Communications Organization ;;185.231.40.0/22 ;RIPE
Austria (AT) Flag ;188.172.192.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.198.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Spain (ES) Flag ;188.172.199.0/24 ;powered by ANX ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.200.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.201.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.202.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.203.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.211.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.212.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.214.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.215.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.221.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.223.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
France (FR) Flag ;188.172.230.0/23 ;powered by ANX ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.245.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.247.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.249.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
Austria (AT) Flag ;188.172.251.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;188.172.192.0/18 ;RIPE
United States (US) Flag ;188.172.253.0/24 ;powered by ANX ;;188.172.192.0/18 ;RIPE
United States (US) Flag ;192.34.56.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.56.0/21 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.57.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.58.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.59.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.60.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.61.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.62.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
United States (US) Flag ;192.34.63.0/24 ;DigitalOcean, LLC ;;192.34.56.0/21 ;ARIN
Italy (IT) Flag ;192.36.31.0/24 ;Nordic Internet Service AB ;;192.36.0.0/16 ;RIPE
Italy (IT) Flag ;192.71.172.0/24 ;Privat Kommunikation Sverige AB ;;192.71.0.0/16 ;RIPE
United States (US) Flag ;192.81.208.0/21 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.208.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.209.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.210.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.211.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.212.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.213.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.214.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.215.0/24 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
United States (US) Flag ;192.81.216.0/22 ;DigitalOcean, LLC ;;192.81.208.0/20 ;ARIN
Netherlands (NL) Flag ;192.121.102.0/24 ;Nordic Internet Service AB ;;192.121.0.0/16 ;RIPE
Sweden (SE) Flag ;192.150.59.0/24 ;Telia Company AB ;;192.150.58.0/23 ;RIPE
United States (US) Flag ;192.241.128.0/19 ;DigitalOcean, LLC ;;192.241.128.0/17 ;ARIN
United States (US) Flag ;192.241.160.0/19 ;DigitalOcean, LLC ;;192.241.128.0/17 ;ARIN
United States (US) Flag ;192.241.192.0/19 ;DigitalOcean, LLC ;;192.241.128.0/17 ;ARIN
United States (US) Flag ;192.241.224.0/20 ;DigitalOcean, LLC ;;192.241.128.0/17 ;ARIN
United States (US) Flag ;192.241.240.0/20 ;DigitalOcean, LLC ;;192.241.128.0/17 ;ARIN
Sweden (SE) Flag ;193.45.0.0/22 ;Telia Company AB ;;193.45.0.0/16 ;RIPE
Sweden (SE) Flag ;193.45.6.0/24 ;Telia Company AB ;;193.45.0.0/16 ;RIPE
Sweden (SE) Flag ;193.45.10.0/23 ;Telia Company AB ;;193.45.0.0/16 ;RIPE
Sweden (SE) Flag ;193.45.14.0/23 ;Telia Company AB ;;193.45.0.0/16 ;RIPE
Sweden (SE) Flag ;193.45.142.0/23 ;Telia Company AB ;;193.45.0.0/16 ;RIPE
Germany (DE) Flag ;193.104.197.0/24 ;IP pool broadband ;;193.104.197.0/24 ;RIPE
Germany (DE) Flag ;193.104.198.0/24 ;IP pool broadband ;;193.104.198.0/24 ;RIPE
France (FR) Flag ;193.104.211.0/24 ;IP pool broadband ;;193.104.211.0/24 ;RIPE
United Kingdom (GB) Flag ;193.104.222.0/24 ;IP pool broadband ;;193.104.222.0/24 ;RIPE
Finland (FI) Flag ;193.143.61.0/24 ;Corporate Backbone Network ;;193.143.32.0/19 ;RIPE
Philippines (PH) Flag ;193.148.95.0/24 ;Bitstop PH ;;193.148.92.0/22 ;RIPE
Sweden (SE) Flag ;193.180.119.0/24 ;Nordic Internet Service AB ;;193.180.0.0/14 ;RIPE
United Kingdom (GB) Flag ;193.180.174.0/24 ;Nordic Internet Service AB ;;193.180.0.0/14 ;RIPE
Sweden (SE) Flag ;193.181.35.0/24 ;Nordic Internet Service AB ;;193.180.0.0/14 ;RIPE
United Kingdom (GB) Flag ;193.181.41.0/24 ;Nordic Internet Service AB ;;193.180.0.0/14 ;RIPE
United Kingdom (GB) Flag ;193.181.46.0/24 ;Nordic Internet Service AB ;;193.180.0.0/14 ;RIPE
Sweden (SE) Flag ;193.183.105.0/24 ;Nordic Internet Service AB ;;193.180.0.0/14 ;RIPE
Spain (ES) Flag ;193.183.217.0/24 ;Privat Kommunikation Sverige AB ;;193.180.0.0/14 ;RIPE
Sweden (SE) Flag ;193.234.3.0/24 ;Nordic Internet Service AB ;;193.234.0.0/15 ;RIPE
Sweden (SE) Flag ;193.235.106.0/24 ;Volvo Information Technology is located in Gothenburg, Sweden. ;;193.234.0.0/15 ;RIPE
Germany (DE) Flag ;194.76.208.0/24 ;Hamburg ;;194.76.208.0/24 ;RIPE
United Kingdom (GB) Flag ;194.132.59.0/24 ;Nordic Internet Service AB ;;194.132.0.0/16 ;RIPE
United Kingdom (GB) Flag ;194.132.121.0/24 ;Nordic Internet Service AB ;;194.132.0.0/16 ;RIPE
European Union (EU) Flag ;195.12.224.0/19 ;Telia Company AB ;;195.12.224.0/19 ;RIPE
Germany (DE) Flag ;195.128.156.0/24 ;Freshfields Bruckhaus Deringer LLP ;;195.128.156.0/24 ;RIPE
Sweden (SE) Flag ;195.191.212.0/24 ;Panterlo AB ;;195.191.212.0/23 ;RIPE
United States (US) Flag ;198.199.64.0/20 ;DigitalOcean, LLC ;;198.199.64.0/18 ;ARIN
United States (US) Flag ;198.199.80.0/21 ;DigitalOcean, LLC ;;198.199.64.0/18 ;ARIN
United States (US) Flag ;198.199.88.0/22 ;DigitalOcean, LLC ;;198.199.64.0/18 ;ARIN
United States (US) Flag ;198.199.92.0/22 ;DigitalOcean, LLC ;;198.199.64.0/18 ;ARIN
United States (US) Flag ;198.199.96.0/20 ;DigitalOcean, LLC ;;198.199.64.0/18 ;ARIN
United States (US) Flag ;198.199.112.0/21 ;DigitalOcean, LLC ;;198.199.64.0/18 ;ARIN
United States (US) Flag ;198.199.120.0/22 ;DigitalOcean, LLC ;;198.199.64.0/18 ;ARIN
United States (US) Flag ;198.211.96.0/20 ;DigitalOcean, LLC ;;198.211.96.0/19 ;ARIN
United States (US) Flag ;198.211.112.0/22 ;DigitalOcean, LLC ;;198.211.96.0/19 ;ARIN
United States (US) Flag ;198.211.116.0/23 ;DigitalOcean, LLC ;;198.211.96.0/19 ;ARIN
Hong Kong (HK) Flag ;202.163.0.0/19 ;Telia Internet Services ;;202.163.0.0/19 ;APNIC
United States (US) Flag ;204.48.16.0/20 ;DigitalOcean, LLC ;;204.48.16.0/20 ;ARIN
United States (US) Flag ;206.81.0.0/20 ;DigitalOcean, LLC ;;206.81.0.0/19 ;ARIN
United States (US) Flag ;206.189.64.0/20 ;DigitalOcean, LLC ;;206.189.0.0/16 ;ARIN
United States (US) Flag ;206.189.160.0/20 ;DigitalOcean, LLC ;;206.189.0.0/16 ;ARIN
United States (US) Flag ;206.189.176.0/20 ;DigitalOcean, LLC ;;206.189.0.0/16 ;ARIN
United States (US) Flag ;206.189.192.0/20 ;DigitalOcean, LLC ;;206.189.0.0/16 ;ARIN
United States (US) Flag ;206.189.208.0/20 ;DigitalOcean, LLC ;;206.189.0.0/16 ;ARIN
United States (US) Flag ;206.189.224.0/20 ;DigitalOcean, LLC ;;206.189.0.0/16 ;ARIN
United States (US) Flag ;206.189.252.0/22 ;DigitalOcean, LLC ;;206.189.0.0/16 ;ARIN
United States (US) Flag ;208.68.36.0/22 ;DigitalOcean, LLC ;;208.68.36.0/22 ;ARIN
United States (US) Flag ;208.68.36.0/24 ;DigitalOcean, LLC ;;208.68.36.0/22 ;ARIN
United States (US) Flag ;208.68.37.0/24 ;DigitalOcean, LLC ;;208.68.36.0/22 ;ARIN
United States (US) Flag ;208.68.38.0/24 ;DigitalOcean, LLC ;;208.68.36.0/22 ;ARIN
United States (US) Flag ;208.68.39.0/24 ;DigitalOcean, LLC ;;208.68.36.0/22 ;ARIN
United States (US) Flag ;209.95.128.0/19 ;Telia ;;209.95.128.0/19 ;ARIN
United States (US) Flag ;209.97.144.0/20 ;DigitalOcean, LLC ;;209.97.128.0/18 ;ARIN
United States (US) Flag ;209.170.64.0/18 ;Telia ;;209.170.64.0/18 ;ARIN
European Union (EU) Flag ;213.155.128.0/19 ;Telia Company AB ;;213.155.128.0/19 ;RIPE
Austria (AT) Flag ;213.227.162.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;213.227.160.0/19 ;RIPE
Austria (AT) Flag ;213.227.163.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;213.227.160.0/19 ;RIPE
Austria (AT) Flag ;213.227.173.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;213.227.160.0/19 ;RIPE
Austria (AT) Flag ;213.227.177.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;213.227.160.0/19 ;RIPE
Austria (AT) Flag ;213.227.185.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;213.227.160.0/19 ;RIPE
Austria (AT) Flag ;213.227.186.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;213.227.160.0/19 ;RIPE
Austria (AT) Flag ;213.227.188.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;213.227.160.0/19 ;RIPE
European Union (EU) Flag ;213.248.64.0/18 ;Telia Company AB ;;213.248.64.0/18 ;RIPE
Austria (AT) Flag ;217.146.1.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.2.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.4.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.8.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.9.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.13.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.15.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.19.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.21.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.29.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Austria (AT) Flag ;217.146.31.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;217.146.0.0/19 ;RIPE
Sweden (SE) Flag ;217.212.224.0/19 ;Telia Company AB ;;217.208.0.0/13 ;RIPE
